,name,description
10,VizWiz_train_000000000013.jpg,"{'categories': [{'name': 'others_', 'score': 0.00390625}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.024256238713860512, 'racyScore': 0.0449000746011734}, 'color': {'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey', 'White', 'Brown'], 'accentColor': '674938', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'indoor', 'confidence': 0.9655879139900208}, {'name': 'bed', 'confidence': 0.8720220327377319}, {'name': 'laying', 'confidence': 0.6582641005516052}, {'name': 'bedclothes', 'confidence': 0.2833828032016754}, {'name': 'diaper', 'confidence': 0.2833828032016754}, {'name': 'pillow', 'confidence': 0.04211997069060001}, {'name': 'person', 'confidence': 0.028651152098908388}, {'name': 'shirt', 'confidence': 0.023745506963305588}], 'description': {'tags': ['indoor', 'bed', 'laying', 'sitting', 'table', 'orange', 'lying', 'brown', 'white', 'covered', 'remote', 'shirt'], 'captions': [{'text': 'a person lying on a bed', 'confidence': 0.5964878314966942}]}, 'faces': [], 'requestId': 'a19de762-c6c0-4551-b9ef-5c29b5f8acdd', 'metadata': {'width': 968, 'height': 1296, 'format': 'Jpeg'}}"
11,VizWiz_train_000000000014.jpg,"{'categories': [{'name': 'abstract_', 'score': 0.0078125}, {'name': 'others_', 'score': 0.015625}, {'name': 'text_', 'score': 0.26953125}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.009404393844306469, 'racyScore': 0.011787072755396366}, 'color': {'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Brown', 'dominantColors': ['Grey', 'Yellow', 'Brown'], 'accentColor': 'B79C05', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'indoor', 'confidence': 0.9416662454605103}, {'name': 'food', 'confidence': 0.9416662454605103}, {'name': 'book', 'confidence': 0.7109066110105363}, {'name': 'vending machine', 'confidence': 0.21978922803438236}], 'description': {'tags': ['indoor', 'sitting', 'table', 'black', 'wooden', 'computer', 'laying', 'white', 'cat'], 'captions': [{'text': 'a stack of flyers on a table', 'confidence': 0.26277715110630784}]}, 'faces': [], 'requestId': 'ce1dbea0-910a-416d-a5ed-97dff01ac3c9', 'metadata': {'width': 1936, 'height': 2592, 'format': 'Jpeg'}}"
12,VizWiz_train_000000000015.jpg,"{'categories': [{'name': 'abstract_', 'score': 0.015625}, {'name': 'others_', 'score': 0.00390625}, {'name': 'plant_leaves', 'score': 0.30078125}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.021397611126303673, 'racyScore': 0.035050395876169205}, 'color': {'dominantColorForeground': 'White', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey', 'Brown'], 'accentColor': '433618', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'indoor', 'confidence': 0.9262347221374512}, {'name': 'blur', 'confidence': 0.12693199515342712}, {'name': 'abstract', 'confidence': 0.12693199515342712}, {'name': 'light', 'confidence': 0.040658370279541285}, {'name': 'closeup', 'confidence': 0.025878733915007734}, {'name': 'art', 'confidence': 0.023773584222011868}], 'description': {'tags': ['indoor', 'food', 'sitting', 'table', 'white', 'holding', 'sink', 'plate', 'airplane'], 'captions': [{'text': 'a close up of a white wall', 'confidence': 0.3852366433305019}]}, 'faces': [], 'requestId': 'eec3e9f1-bf4d-4e18-98bb-df14c63c883b', 'metadata': {'width': 1224, 'height': 1632, 'format': 'Jpeg'}}"
13,VizWiz_train_000000000018.jpg,"{'categories': [{'name': 'indoor_room', 'score': 0.4921875}, {'name': 'others_', 'score': 0.0078125}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.0013216714141890407, 'racyScore': 0.0015966256614774466}, 'color': {'dominantColorForeground': 'Black', 'dominantColorBackground': 'White', 'dominantColors': ['White', 'Black'], 'accentColor': 'A64A25', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'wall', 'confidence': 0.996903121471405}, {'name': 'indoor', 'confidence': 0.995991051197052}, {'name': 'table', 'confidence': 0.47202253341674805}, {'name': 'worktable', 'confidence': 0.20722292363643646}, {'name': 'desk', 'confidence': 0.13601848483085632}, {'name': 'several', 'confidence': 0.101730577647686}, {'name': 'office', 'confidence': 0.101730577647686}, {'name': 'design', 'confidence': 0.019579212155891975}, {'name': 'work', 'confidence': 0.013009820107416895}, {'name': 'mac', 'confidence': 0.009330618095370878}, {'name': 'art', 'confidence': 0.008964674583923153}], 'description': {'tags': ['indoor', 'table', 'desk', 'sitting', 'computer', 'red', 'office', 'room', 'white', 'orange', 'laptop', 'keyboard', 'counter', 'various', 'refrigerator', 'kitchen', 'wine', 'holding', 'man', 'standing'], 'captions': [{'text': 'a desk with a computer on a table', 'confidence': 0.7049465772600492}]}, 'faces': [], 'requestId': 'a2dbaaaf-c7f0-432f-bd84-396f54970e55', 'metadata': {'width': 968, 'height': 1296, 'format': 'Jpeg'}}"
14,VizWiz_train_000000000019.jpg,"{'categories': [{'name': 'abstract_', 'score': 0.0078125}, {'name': 'others_', 'score': 0.0078125}, {'name': 'outdoor_', 'score': 0.00390625, 'detail': {'landmarks': []}}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.07825092226266861, 'racyScore': 0.14864099025726318}, 'color': {'dominantColorForeground': 'Red', 'dominantColorBackground': 'Red', 'dominantColors': ['Red'], 'accentColor': 'C40807', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'abstract', 'confidence': 0.23995958268642426}, {'name': 'minimalist', 'confidence': 0.05808046832680702}, {'name': 'sky', 'confidence': 0.04561932384967804}], 'description': {'tags': ['red', 'man', 'white', 'woman', 'table', 'court', 'player', 'holding', 'standing', 'ball', 'people', 'room'], 'captions': [{'text': 'a red white and blue', 'confidence': 0.4687312594679555}]}, 'faces': [], 'requestId': '441a949f-6663-4bd2-a299-4cfbe79a37b7', 'metadata': {'width': 1224, 'height': 1632, 'format': 'Jpeg'}}"
15,VizWiz_train_000000000020.jpg,"{'categories': [{'name': 'others_', 'score': 0.1171875}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.004817166365683079, 'racyScore': 0.008082851767539978}, 'color': {'dominantColorForeground': 'White', 'dominantColorBackground': 'White', 'dominantColors': ['White', 'Grey'], 'accentColor': 'A1612A', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'design', 'confidence': 0.1540246158838272}, {'name': 'video game', 'confidence': 0.13707439601421356}, {'name': 'smartphone', 'confidence': 0.03347652405500412}, {'name': 'book', 'confidence': 0.03271133452653885}], 'description': {'tags': ['indoor', 'sitting', 'photo', 'computer', 'table', 'laptop', 'luggage', 'suitcase', 'laying', 'room', 'man', 'white'], 'captions': [{'text': 'a stack of flyers on a table', 'confidence': 0.5852738219692016}]}, 'faces': [{'age': 32, 'gender': 'Male', 'faceRectangle': {'left': 397, 'top': 1017, 'width': 105, 'height': 105}}], 'requestId': '6e80a487-ce26-49ee-83b4-9ba8da39792d', 'metadata': {'width': 1224, 'height': 1632, 'format': 'Jpeg'}}"
16,VizWiz_train_000000000021.jpg,"{'categories': [{'name': 'abstract_', 'score': 0.0390625}, {'name': 'others_', 'score': 0.0234375}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.04456478729844093, 'racyScore': 0.07043050974607468}, 'color': {'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey', 'White', 'Brown'], 'accentColor': '33180C', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'device', 'confidence': 0.4245503842830658}, {'name': 'computer', 'confidence': 0.42455038428306585}, {'name': 'mac', 'confidence': 0.41374430943331036}, {'name': 'keyboard', 'confidence': 0.26833780541506236}, {'name': 'laptop', 'confidence': 0.08530388773371136}, {'name': 'book', 'confidence': 0.07213891467975378}], 'description': {'tags': ['thing', 'sitting', 'front', 'clock', 'woman', 'water', 'table', 'holding', 'someone', 'computer', 'black', 'blurry', 'white', 'red'], 'captions': [{'text': 'a blurry image of a clock', 'confidence': 0.4685727647731599}]}, 'faces': [], 'requestId': '7408d90d-39d4-46f7-abb3-ae86ab847efe', 'metadata': {'width': 1224, 'height': 1632, 'format': 'Jpeg'}}"
17,VizWiz_train_000000000023.jpg,"{'categories': [{'name': 'others_', 'score': 0.00390625}, {'name': 'outdoor_', 'score': 0.01953125, 'detail': {'landmarks': []}}, {'name': 'text_sign', 'score': 0.31640625}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.004234425723552704, 'racyScore': 0.009081772528588772}, 'color': {'dominantColorForeground': 'Brown', 'dominantColorBackground': 'Brown', 'dominantColors': ['Brown', 'Red'], 'accentColor': 'B65515', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'person', 'confidence': 0.15069004893302917}, {'name': 'music', 'confidence': 0.062504842877388}], 'description': {'tags': ['sign', 'man', 'large', 'people', 'red', 'group', 'food', 'woman', 'holding', 'street', 'standing'], 'captions': [{'text': 'a group of people holding a sign', 'confidence': 0.7588922445002569}]}, 'faces': [{'age': 27, 'gender': 'Male', 'faceRectangle': {'left': 135, 'top': 934, 'width': 70, 'height': 70}}, {'age': 24, 'gender': 'Female', 'faceRectangle': {'left': 664, 'top': 811, 'width': 62, 'height': 62}}], 'requestId': 'b6fb6788-ebe8-4f19-a4cf-b8afe7e01816', 'metadata': {'width': 968, 'height': 1296, 'format': 'Jpeg'}}"
18,VizWiz_train_000000000024.jpg,"{'categories': [{'name': 'abstract_', 'score': 0.00390625}, {'name': 'others_', 'score': 0.15625}], 'adult': {'isAdultContent': True, 'isRacyContent': True, 'adultScore': 0.73866868019104, 'racyScore': 0.7464210391044617}, 'color': {'dominantColorForeground': 'White', 'dominantColorBackground': 'Black', 'dominantColors': ['Black', 'White'], 'accentColor': '8D473E', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'person', 'confidence': 0.9452626705169678}, {'name': 'indoor', 'confidence': 0.892204999923706}, {'name': 'looking', 'confidence': 0.892204999923706}, {'name': 'window', 'confidence': 0.3622962387538206}, {'name': 'art', 'confidence': 0.2749426124174722}], 'description': {'tags': ['person', 'indoor', 'holding', 'man', 'hand', 'black', 'wearing', 'remote', 'woman', 'white', 'red', 'video', 'blue'], 'captions': [{'text': 'a close up of a hand', 'confidence': 0.8117762007014742}]}, 'faces': [], 'requestId': '472f1969-58e9-480f-8712-c44c2fba55e5', 'metadata': {'width': 360, 'height': 480, 'format': 'Jpeg'}}"
19,VizWiz_train_000000000025.jpg,"{'categories': [{'name': 'abstract_', 'score': 0.00390625}, {'name': 'others_', 'score': 0.00390625}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.052491940557956696, 'racyScore': 0.08503755927085876}, 'color': {'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey', 'Black'], 'accentColor': '362B20', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'indoor', 'confidence': 0.9934425354003906}, {'name': 'floor', 'confidence': 0.9886487126350403}, {'name': 'grey', 'confidence': 0.42158418893814087}, {'name': 'gray', 'confidence': 0.40585967898368835}, {'name': 'dog', 'confidence': 0.4058596789836884}, {'name': 'person', 'confidence': 0.3094663479018703}, {'name': 'cat', 'confidence': 0.2082437410110041}, {'name': 'fashion', 'confidence': 0.1791995170770073}], 'description': {'tags': ['indoor', 'dog', 'sitting', 'looking', 'cat', 'front', 'grey', 'gray', 'hat', 'standing', 'wearing', 'large', 'brown', 'black', 'white', 'room', 'table', 'close', 'living', 'kitchen', 'laying', 'man'], 'captions': [{'text': 'a close up of a dog', 'confidence': 0.6310461589130699}]}, 'faces': [], 'requestId': '564bc656-bfce-48d1-8b4f-e16c7a67f5e6', 'metadata': {'width': 968, 'height': 1296, 'format': 'Jpeg'}}"
20,VizWiz_train_000000000026.jpg,"{'categories': [{'name': 'abstract_rect', 'score': 0.47265625}, {'name': 'others_', 'score': 0.0703125}], 'adult': {'isAdultContent': False, 'isRacyContent': False, 'adultScore': 0.011751401238143444, 'racyScore': 0.014181834645569324}, 'color': {'dominantColorForeground': 'White', 'dominantColorBackground': 'Brown', 'dominantColors': ['Brown', 'Black'], 'accentColor': '61331C', 'isBwImg': False, 'isBWImg': False}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'lit', 'confidence': 0.5305861234664917}, {'name': 'smartphone', 'confidence': 0.5305861234664917}, {'name': 'phone', 'confidence': 0.37488194546736825}, {'name': 'video game', 'confidence': 0.3015034442642042}, {'name': 'pixel', 'confidence': 0.23103474916587707}, {'name': 'fantasy', 'confidence': 0.1777756241273028}], 'description': {'tags': ['cellphone', 'lit', 'looking', 'phone', 'black', 'screen', 'holding', 'sitting', 'small', 'food', 'light', 'table', 'orange', 'close', 'room', 'clock'], 'captions': [{'text': 'a close up of a screen of a cell phone', 'confidence': 0.8229022400938136}]}, 'faces': [], 'requestId': 'bed7abe1-d96e-4039-b78e-b8abddd286ef', 'metadata': {'width': 1224, 'height': 1632, 'format': 'Jpeg'}}"
21,VizWiz_train_000000000027.jpg,"{'categories': [{'name': 'abstract_', 'score': 0.00390625}, {'name': 'dark_', 'score': 0.67578125}], 'adult': {'isAdultContent': False, 'isRacyContent': True, 'adultScore': 0.296972393989563, 'racyScore': 0.41397732496261597}, 'color': {'dominantColorForeground': 'Black', 'dominantColorBackground': 'Black', 'dominantColors': ['Black'], 'accentColor': '020100', 'isBwImg': True, 'isBWImg': True}, 'imageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'tags': [{'name': 'night sky', 'confidence': 0.02750396728515625}, {'name': 'sky', 'confidence': 0.02750396728515625}, {'name': 'night', 'confidence': 0.010002009145504923}, {'name': 'black and white', 'confidence': 0.009950709123923552}, {'name': 'star', 'confidence': 0.0074715245177401825}, {'name': 'astronomy', 'confidence': 0.007142266715193684}, {'name': 'moon', 'confidence': 0.006319399824666944}, {'name': 'dark', 'confidence': 0.005692816135123173}], 'description': {'tags': ['black', 'white', 'sitting', 'dark', 'standing', 'man', 'large', 'night', 'flying', 'laptop', 'water', 'table', 'field', 'woman', 'room', 'air', 'player', 'riding', 'bed', 'holding', 'kite', 'cat', 'people', 'airplane', 'ball', 'street', 'plane'], 'captions': [{'text': 'a dark room', 'confidence': 0.621099445137253}]}, 'faces': [], 'requestId': '5f02c349-202a-402a-b33f-a4ca8f1a58e9', 'metadata': {'width': 768, 'height': 1024, 'format': 'Jpeg'}}"
